conn_#,host_a,host_b,port_a,port_b,first_packet,last_packet,total_packets_a2b,total_packets_b2a,resets_sent_a2b,resets_sent_b2a,ack_pkts_sent_a2b,ack_pkts_sent_b2a,pure_acks_sent_a2b,pure_acks_sent_b2a,sack_pkts_sent_a2b,sack_pkts_sent_b2a,dsack_pkts_sent_a2b,dsack_pkts_sent_b2a,max_sack_blks/ack_a2b,max_sack_blks/ack_b2a,unique_bytes_sent_a2b,unique_bytes_sent_b2a,actual_data_pkts_a2b,actual_data_pkts_b2a,actual_data_bytes_a2b,actual_data_bytes_b2a,rexmt_data_pkts_a2b,rexmt_data_pkts_b2a,rexmt_data_bytes_a2b,rexmt_data_bytes_b2a,zwnd_probe_pkts_a2b,zwnd_probe_pkts_b2a,zwnd_probe_bytes_a2b,zwnd_probe_bytes_b2a,outoforder_pkts_a2b,outoforder_pkts_b2a,pushed_data_pkts_a2b,pushed_data_pkts_b2a,SYN/FIN_pkts_sent_a2b,SYN/FIN_pkts_sent_b2a,req_1323_ws/ts_a2b,req_1323_ws/ts_b2a,adv_wind_scale_a2b,adv_wind_scale_b2a,req_sack_a2b,req_sack_b2a,sacks_sent_a2b,sacks_sent_b2a,urgent_data_pkts_a2b,urgent_data_pkts_b2a,urgent_data_bytes_a2b,urgent_data_bytes_b2a,mss_requested_a2b,mss_requested_b2a,max_segm_size_a2b,max_segm_size_b2a,min_segm_size_a2b,min_segm_size_b2a,avg_segm_size_a2b,avg_segm_size_b2a,max_win_adv_a2b,max_win_adv_b2a,min_win_adv_a2b,min_win_adv_b2a,zero_win_adv_a2b,zero_win_adv_b2a,avg_win_adv_a2b,avg_win_adv_b2a,initial_window_bytes_a2b,initial_window_bytes_b2a,initial_window_pkts_a2b,initial_window_pkts_b2a,ttl_stream_length_a2b,ttl_stream_length_b2a,missed_data_a2b,missed_data_b2a,truncated_data_a2b,truncated_data_b2a,truncated_packets_a2b,truncated_packets_b2a,data_xmit_time_a2b,data_xmit_time_b2a,idletime_max_a2b,idletime_max_b2a,hardware_dups_a2b,hardware_dups_b2a,throughput_a2b,throughput_b2a,RTT_samples_a2b,RTT_samples_b2a,RTT_min_a2b,RTT_min_b2a,RTT_max_a2b,RTT_max_b2a,RTT_avg_a2b,RTT_avg_b2a,RTT_stdev_a2b,RTT_stdev_b2a,RTT_from_3WHS_a2b,RTT_from_3WHS_b2a,RTT_full_sz_smpls_a2b,RTT_full_sz_smpls_b2a,RTT_full_sz_min_a2b,RTT_full_sz_min_b2a,RTT_full_sz_max_a2b,RTT_full_sz_max_b2a,RTT_full_sz_avg_a2b,RTT_full_sz_avg_b2a,RTT full_sz_stdev_a2b,RTT_full_sz_stdev_b2a,post-loss_acks_a2b,post-loss_acks_b2a,ambiguous_acks_a2b,ambiguous_acks_b2a,RTT_min_(last)_a2b,RTT_min_(last)_b2a,RTT_max_(last)_a2b,RTT_max_(last)_b2a,RTT_avg_(last)_a2b,RTT_avg_(last)_b2a,RTT_sdv_(last)_a2b,RTT_sdv_(last)_b2a,segs_cum_acked_a2b,segs_cum_acked_b2a,duplicate_acks_a2b,duplicate_acks_b2a,triple_dupacks_a2b,triple_dupacks_b2a,max_#_retrans_a2b,max_#_retrans_b2a,min_retr_time_a2b,min_retr_time_b2a,max_retr_time_a2b,max_retr_time_b2a,avg_retr_time_a2b,avg_retr_time_b2a,sdv_retr_time_a2b,sdv_retr_time_b2a,

661,130.233.85.169,157.56.121.231,58008,443,1431166968.792250 , 1431167049.46783 ,             12,              8,              0,              0,             11,              8,              6,              1,              0,              0,              0,              0,              0,              0,           2921,           3310,              4,              5,           2921,           3310,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              4,              3,            1/1,            1/1,            Y/N,            Y/N,              8,              8,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,           1413,           1460,            214,             22,            730,            661,         262144,          65536,         261632,          65280,              0,              0,         261888,          65499,            217,           2920,              1,              2,           2921,           3310,              0,              0,              0,              0,              0,              0,          0.174,          1.476,        78574.9,        78656.1,              0,              0,             36,             41,              5,              6,           44.2,            0.1,           81.1,            0.2,           59.6,            0.2,           15.9,            0.0,           71.7,            0.2,              2,              2,           71.7,            0.2,           81.1,            0.2,           76.4,            0.2,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              1,              1,              0,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
662,130.233.85.169,216.58.209.99,58009,443,1431166972.75713 , 1431167221.397514 ,            136,            231,              0,              0,            135,            231,             53,             75,              3,              6,              3,              6,              1,              1,           8131,          89458,             81,            153,           8282,          89596,              6,              4,            151,            139,              0,              0,              0,              0,              0,              0,             76,            129,            1/1,            1/2,            Y/N,            Y/N,              8,              7,              Y,              Y,              3,              6,              0,              0,              0,              0,           1460,           1430,            971,           1430,              1,             38,            102,            585,          52736,          52864,          15104,          44032,              0,              0,          23288,          47959,            517,            153,              1,              1,           8131,          89458,              0,              0,              0,              0,              0,              0,        234.299,        249.280,        45055.4,        45021.5,              0,              0,             33,            359,             70,             57,            8.6,            0.1,          133.3,            3.0,           34.4,            0.3,           27.2,            0.5,            9.1,            0.2,              2,              2,            9.1,            0.1,            9.4,            0.2,            9.2,            0.1,            0.0,            0.0,              1,              0,              1,              0,           36.3,            0.0,           36.3,            0.0,           36.3,            0.0,            0.0,            0.0,              5,             95,              8,              4,              1,              0,              1,              0,          292.1,            0.0,          292.1,            0.0,          292.0,            0.0,            0.0,            0.0,
663,130.233.85.169,216.58.209.100,58010,80,1431166978.172265 , 1431167218.421881 ,             11,             10,              0,              0,             10,             10,              3,              7,              0,              5,              0,              5,              0,              1,           1272,            861,              6,              1,           1277,            861,              5,              0,              5,              0,              0,              0,              0,              0,              0,              0,              1,              1,            1/1,            1/1,            Y/N,            Y/N,              8,              7,              Y,              Y,              0,              5,              0,              0,              0,              0,           1460,           1430,           1272,            861,              1,            861,            212,            860,          16384,          45568,          15616,          45568,              0,              0,          15769,          45568,           1272,            861,              1,              1,           1272,            861,              0,              0,              0,              0,              0,              0,        225.311,          0.000,        45203.3,        45210.2,              0,              0,              5,              4,              3,              3,            9.2,            0.2,           10.0,           50.0,            9.6,           16.8,            0.4,           28.8,            9.2,            0.2,              2,              2,            9.2,            0.2,           10.0,            0.2,            9.6,            0.2,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              6,              1,              1,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
664,130.233.85.169,216.58.209.99,58011,80,1431166978.217125 , 1431167218.426950 ,             11,             10,              0,              0,             10,             10,              3,              7,              0,              5,              0,              5,              0,              1,           1323,            865,              6,              1,           1328,            865,              5,              0,              5,              0,              0,              0,              0,              0,              0,              0,              1,              1,            1/1,            1/1,            Y/N,            Y/N,              8,              7,              Y,              Y,              0,              5,              0,              0,              0,              0,           1460,           1430,           1323,            865,              1,            865,            221,            864,          16384,          45568,          15616,          45568,              0,              0,          15769,          45568,           1323,            865,              1,              1,           1323,            865,              0,              0,              0,              0,              0,              0,        225.518,          0.000,        45440.5,        45439.3,              0,              0,              6,              4,              3,              3,            8.3,            0.2,           14.9,           53.8,           11.1,           18.1,            3.4,           31.0,            8.3,            0.2,              2,              2,            8.3,            0.2,           14.9,            0.2,           11.6,            0.2,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              6,              1,              1,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
665,130.233.85.169,216.58.209.110,58012,443,1431166978.271371 , 1431166988.319211 ,              8,              9,              1,              0,              7,              9,              3,              1,              0,              0,              0,              0,              0,              0,            508,           4292,              2,              6,            508,           4292,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              2,              4,            1/1,            1/1,            Y/N,            Y/N,              8,              7,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1430,            291,           1430,            217,             42,            253,            715,          16384,          45056,          16128,          44032,              0,              0,          13970,          44544,            217,           3916,              1,              3,            509,           4292,              1,              0,              0,              0,              0,              0,          0.026,          0.022,         9992.1,        10000.7,              0,              0,             51,            427,              4,              3,            8.5,            0.1,           13.3,            0.2,           10.2,            0.1,            2.2,            0.1,            8.6,            0.1,              2,              1,            8.5,            0.1,            8.6,            0.1,            8.6,            0.1,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              4,              0,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
666,130.233.85.169,216.58.209.110,58013,443,1431166978.271794 , 1431166998.330171 ,              8,              9,              1,              0,              7,              9,              3,              1,              0,              0,              0,              0,              0,              0,            512,           4308,              2,              6,            512,           4308,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              2,              4,            1/1,            1/1,            Y/N,            Y/N,              8,              7,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1430,            291,           1430,            221,             42,            255,            717,          16384,          45056,          16128,          44032,              0,              0,          13970,          44544,            221,           3916,              1,              3,            513,           4308,              1,              0,              0,              0,              0,              0,          0.041,          0.034,        19984.8,        19995.6,              0,              0,             26,            215,              4,              3,           10.1,            0.1,           14.3,            0.2,           11.3,            0.1,            2.0,            0.0,           10.1,            0.2,              2,              1,           10.1,            0.2,           10.7,            0.2,           10.4,            0.2,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              4,              0,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
667,130.233.85.169,216.58.209.97,58014,443,1431166978.272122 , 1431166998.320909 ,              8,              8,              1,              0,              7,              8,              3,              1,              0,              0,              0,              0,              0,              0,            518,           4054,              2,              6,            518,           4054,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              2,              4,            1/1,            1/0,            Y/N,            Y/N,              8,              7,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1430,            291,           1430,            227,             42,            258,            675,          16384,          45056,          16128,          44032,              0,              0,          13970,          44470,            227,           3662,              1,              3,            519,             NA,              1,             NA,              0,              0,              0,              0,          0.034,          0.030,        19994.2,           29.9,              0,              0,             26,            202,              3,              3,            9.8,            0.1,           14.2,            0.3,           11.4,            0.2,            2.5,            0.1,            9.8,            0.1,              1,              1,            9.8,            0.1,            9.8,            0.1,            9.8,            0.1,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              4,              0,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
668,130.233.85.169,216.58.209.99,58015,443,1431166978.276206 , 1431166998.322091 ,              8,              8,              1,              0,              7,              8,              3,              1,              0,              0,              0,              0,              0,              0,            508,           4291,              2,              6,            508,           4291,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              2,              4,            1/1,            1/0,            Y/N,            Y/N,              8,              7,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1430,            291,           1430,            217,             42,            253,            715,          16384,          45056,          16128,          44032,              0,              0,          13970,          44470,            217,           3915,              1,              3,            509,             NA,              1,             NA,              0,              0,              0,              0,          0.036,          0.036,        19982.3,           35.5,              0,              0,             25,            214,              3,              3,           10.4,            0.1,           16.9,            0.2,           12.6,            0.1,            3.7,            0.1,           16.9,            0.2,              1,              1,           16.9,            0.2,           16.9,            0.2,           16.9,            0.2,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              4,              0,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
669,130.233.85.169,216.58.209.110,58016,443,1431166981.373765 , 1431166981.806131 ,              8,              7,              1,              0,              7,              7,              3,              1,              0,              0,              0,              0,              0,              0,            753,           4286,              3,              5,            753,           4286,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              3,              3,            1/0,            1/0,            Y/N,            Y/N,              8,              7,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1430,            443,           1430,            126,            140,            250,            857,          16384,          45056,          16128,          44032,              0,              0,          13970,          44202,            184,           3900,              1,              3,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.282,          0.294,          103.7,          194.5,              0,              0,           1742,           9913,              4,              4,            9.0,            0.1,           37.5,           53.3,           19.2,           22.1,           13.4,           26.3,            9.3,            0.4,              1,              1,            9.3,            0.4,            9.3,            0.4,            9.3,            0.4,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              2,              0,              0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
670,130.233.85.169,75.126.162.205,58017,80,1431166981.374313 , 1431167038.994855 ,             15,             25,              0,              0,             14,             25,              9,              4,              0,              0,              0,              0,              0,              0,           1928,          26283,              3,             19,           1928,          26283,              1,              0,              1,              0,              0,              0,              0,              0,              0,              0,              3,              4,            1/2,            1/1,            Y/N,            N/N,              0,              0,              Y,              N,              0,              0,              0,              0,              0,              0,           1460,           1460,            838,           1460,            460,            957,            642,           1383,          16616,           9218,           8192,           5840,              0,              0,          15989,           7257,            460,           2920,              1,              2,           1928,          26283,              0,              0,              0,              0,              0,              0,          2.402,          2.126,        45001.2,        45001.3,              0,              0,             33,            456,              4,             10,          148.9,            0.1,          153.4,           45.2,          150.8,            6.5,            2.2,           14.7,          148.9,            0.2,              1,              2,          148.9,            0.1,          148.9,            0.2,          148.9,            0.1,            0.0,            0.0,              0,              0,              1,              0,            2.2,            0.0,            2.2,            0.0,            2.2,            0.0,            0.0,            0.0,              0,             11,              2,              2,              0,              0,              1,              0,          374.9,            0.0,          374.9,            0.0,          374.9,            0.0,            0.0,            0.0,
671,130.233.85.169,75.126.162.205,58018,80,1431166981.491209 , 1431167028.539059 ,              9,              9,              0,              0,              8,              9,              4,              3,              0,              0,              0,              0,              0,              0,           1279,           4170,              3,              4,           1280,           4170,              1,              0,              1,              0,              0,              0,              0,              0,              0,              0,              2,              2,            1/1,            1/1,            Y/N,            N/N,              0,              0,              Y,              N,              0,              0,              0,              0,              0,              0,           1460,           1460,            654,           1460,              1,            279,            426,           1042,          16616,           7848,           8192,           5840,              0,              0,          15680,           7188,            654,           1739,              1,              2,           1279,           4170,              0,              0,              0,              0,              0,              0,         45.368,          0.190,        44992.1,        44994.7,              0,              0,             27,             89,              4,              4,          153.5,            0.1,          267.0,            0.6,          189.6,            0.3,           53.1,            0.2,          153.5,            0.2,              2,              2,          153.5,            0.1,          267.0,            0.2,          210.2,            0.1,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              2,              2,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
672,130.233.85.169,75.126.162.205,58019,80,1431166982.85623 , 1431167028.539060 ,              7,              6,              0,              0,              6,              6,              3,              3,              0,              0,              0,              0,              0,              0,            647,           1019,              2,              1,            648,           1019,              1,              0,              1,              0,              0,              0,              0,              0,              0,              0,              1,              1,            1/1,            1/1,            Y/N,            N/N,              0,              0,              Y,              N,              0,              0,              0,              0,              0,              0,           1460,           1460,            647,           1019,              1,           1019,            323,           1017,          16616,           7117,           8192,           5840,              0,              0,          14830,           6904,            647,           1019,              1,              1,            647,           1019,              0,              0,              0,              0,              0,              0,         45.164,          0.000,        44949.9,        45006.4,              0,              0,             14,             22,              3,              3,          153.7,            0.1,          267.1,           55.2,          198.7,           18.6,           60.2,           31.7,          175.4,            0.5,              2,              2,          175.4,            0.1,          267.1,            0.5,          221.2,            0.3,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              2,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
673,130.233.85.169,198.41.215.7,58020,80,1431166982.113727 , 1431167028.281396 ,             13,             16,              0,              0,             12,             16,              9,              3,              2,              1,              0,              1,              1,              1,            519,          13698,              2,             11,            520,          13698,              1,              0,              1,              0,              0,              0,              0,              0,              0,              2,              1,              2,            1/1,            1/1,            Y/N,            Y/N,              8,             10,              Y,              Y,              2,              1,              0,              0,              0,              0,           1460,           1460,            519,           1460,              1,              5,            259,           1245,          16384,          30720,          15872,          30720,              0,              0,          16170,          30720,            519,           7300,              1,              5,            519,          13698,              0,              0,              0,              0,              0,              0,         45.038,          0.015,        44950.0,        45019.5,              0,              0,             11,            297,              3,              7,            9.2,            0.1,            9.7,           59.4,            9.4,            9.2,            0.3,           22.1,            9.3,            0.2,              2,              2,            9.3,            0.2,            9.7,            0.2,            9.5,            0.2,            0.0,            0.0,              0,              2,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              4,              2,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
674,130.233.85.169,198.41.215.7,58021,80,1431166982.123938 , 1431167028.282205 ,             10,             13,              0,              0,              9,             13,              5,              3,              0,              1,              0,              1,              0,              1,           1014,           7541,              3,              8,           1015,           7541,              1,              0,              1,              0,              0,              0,              0,              0,              0,              0,              2,              4,            1/1,            1/1,            Y/N,            Y/N,              8,             10,              Y,              Y,              0,              1,              0,              0,              0,              0,           1460,           1460,            513,           1460,              1,              5,            338,            942,          16384,          31744,          16384,          30720,              0,              0,          16384,          31232,            513,           2920,              1,              2,           1014,           7541,              0,              0,              0,              0,              0,              0,         45.108,          0.095,        44998.8,        45010.0,              0,              0,             22,            163,              4,              5,            8.4,            0.1,           35.0,            0.6,           16.2,            0.3,           12.6,            0.2,            8.4,            0.2,              2,              2,            8.4,            0.1,           10.4,            0.2,            9.4,            0.1,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              5,              2,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
675,130.233.85.169,108.161.189.193,58022,443,1431166982.178312 , 1431167163.108788 ,             48,             58,              0,              0,             47,             58,             16,              8,              0,              0,              0,              0,              0,              0,           5194,          53877,             30,             48,           5197,          53877,              3,              0,              3,              0,              0,              0,              0,              0,              0,              0,             27,             25,            1/1,            1/1,            Y/N,            Y/N,              8,              9,              Y,              N,              0,              0,              0,              0,              0,              0,           1460,           1460,            430,           1460,              1,             28,            173,           1122,          33536,          55296,          15360,          30720,              0,              0,          21068,          42298,            237,           4380,              1,              3,           5194,          53877,              0,              0,              0,              0,              0,              0,        135.874,        180.818,        45074.8,        45044.6,              0,              0,             29,            298,             27,             19,           28.9,            0.1,           78.2,           57.6,           45.4,            4.9,           17.2,           13.6,           30.2,            0.1,              2,              2,           28.9,            0.1,           30.2,            0.3,           29.6,            0.2,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              2,             31,              4,              1,              1,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
676,130.233.85.169,108.161.189.193,58023,443,1431166982.178949 , 1431166998.356874 ,             10,              9,              1,              0,              9,              9,              5,              1,              0,              0,              0,              0,              0,              0,            428,           5555,              2,              6,            428,           5555,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              2,              3,            1/1,            1/1,            Y/N,            Y/N,              8,              9,              Y,              N,              0,              0,              0,              0,              0,              0,           1460,           1460,            237,           1460,            191,             73,            213,            925,          16384,          31744,          16128,          30720,              0,              0,          14478,          31104,            237,           2920,              1,              2,            429,           5555,              1,              0,              0,              0,              0,              0,          0.063,          0.170,        15839.2,        15925.3,              0,              0,             26,            343,              4,              5,           31.3,            0.1,           50.3,           50.9,           37.4,           20.4,            8.8,           27.6,           31.3,            0.1,              2,              1,           31.3,            0.1,           35.7,            0.1,           33.5,            0.1,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              2,              0,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
677,130.233.85.169,216.58.209.138,58024,80,1431166982.225771 , 1431167228.447134 ,             17,             33,              0,              1,             16,             32,              9,              6,              0,              5,              0,              5,              0,              1,            512,          33702,              6,             24,            517,          33702,              5,              0,              5,              0,              0,              0,              0,              0,              0,              0,              1,              4,            1/1,            1/1,            Y/N,            Y/N,              8,              7,              Y,              Y,              0,              5,              0,              0,              0,              0,           1460,           1430,            512,           1430,              1,            812,             86,           1404,         124160,          44032,          16384,          44032,              0,              0,          93072,          42656,            512,           7150,              1,              5,            512,          33703,              0,              1,              0,              0,              0,              0,        225.118,          0.033,        45014.6,        45024.5,              0,              0,              2,            137,              2,              9,           10.0,            0.1,           12.9,            0.5,           11.5,            0.2,            0.0,            0.1,           10.0,            0.5,              1,              2,           10.0,            0.2,           10.0,            0.5,           10.0,            0.4,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,             17,              6,              1,              1,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
678,130.233.85.169,108.161.189.193,58025,443,1431166982.232242 , 1431166998.356875 ,             10,              9,              1,              0,              9,              9,              5,              1,              0,              0,              0,              0,              0,              0,            428,           5555,              2,              6,            428,           5555,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              2,              3,            1/1,            1/1,            Y/N,            Y/N,              8,              9,              Y,              N,              0,              0,              0,              0,              0,              0,           1460,           1460,            237,           1460,            191,             73,            213,            925,          16384,          31744,          16128,          30720,              0,              0,          14478,          31104,            237,           2920,              1,              2,            429,           5555,              1,              0,              0,              0,              0,              0,          0.045,          0.125,        15827.5,        15918.1,              0,              0,             27,            345,              4,              5,           31.8,            0.1,           35.3,           55.4,           33.6,           21.6,            1.4,           29.2,           33.5,            0.5,              2,              1,           33.5,            0.5,           35.3,            0.5,           34.4,            0.5,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              2,              0,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
679,130.233.85.169,75.126.162.205,58026,80,1431166982.246402 , 1431166998.372638 ,              4,              2,              0,              0,              3,              2,              2,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,            1/1,            1/1,            Y/N,            N/N,              0,              0,              Y,              N,              0,              0,              0,              0,              0,              0,           1460,           1460,              0,              0,              0,              0,              0,              0,          16616,           5840,           8192,           5840,              0,              0,          14510,           5840,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          0.000,          0.000,        15830.9,        15977.6,              0,              0,              0,              0,              2,              2,          146.5,            0.1,          148.6,            0.2,          147.5,            0.1,            0.0,            0.0,          148.6,            0.2,              2,              2,          146.5,            0.1,          148.6,            0.2,          147.5,            0.1,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              0,              0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
680,130.233.85.169,75.126.162.205,58027,80,1431166982.395112 , 1431167028.538197 ,              7,              6,              0,              0,              6,              6,              3,              3,              0,              0,              0,              0,              0,              0,            419,            410,              2,              1,            420,            410,              1,              0,              1,              0,              0,              0,              0,              0,              0,              0,              1,              1,            1/1,            1/1,            Y/N,            N/N,              0,              0,              Y,              N,              0,              0,              0,              0,              0,              0,           1460,           1460,            419,            410,              1,            410,            209,            409,          16616,           6432,           8192,           5840,              0,              0,          15178,           6333,            419,            410,              1,              1,            419,            410,              0,              0,              0,              0,              0,              0,         45.202,          0.000,        44951.1,        45009.6,              0,              0,              9,              9,              3,              3,          157.2,            0.1,          266.7,           53.3,          199.2,           18.0,           59.0,           30.6,          157.2,            0.7,              2,              2,          157.2,            0.1,          266.7,            0.7,          211.9,            0.4,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              2,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
681,130.233.85.169,75.126.162.205,58028,80,1431166982.467559 , 1431166998.374969 ,              4,              2,              0,              0,              3,              2,              2,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,            1/1,            1/1,            Y/N,            N/N,              0,              0,              Y,              N,              0,              0,              0,              0,              0,              0,           1460,           1460,              0,              0,              0,              0,              0,              0,          16616,           5840,           8192,           5840,              0,              0,          14510,           5840,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,          0.000,          0.000,        15608.1,        15757.7,              0,              0,              0,              0,              2,              2,          149.2,            0.1,          149.7,            0.4,          149.4,            0.2,            0.0,            0.0,          149.7,            0.4,              2,              2,          149.2,            0.1,          149.7,            0.4,          149.4,            0.2,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              0,              0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
