conn_#,host_a,host_b,port_a,port_b,first_packet,last_packet,total_packets_a2b,total_packets_b2a,resets_sent_a2b,resets_sent_b2a,ack_pkts_sent_a2b,ack_pkts_sent_b2a,pure_acks_sent_a2b,pure_acks_sent_b2a,sack_pkts_sent_a2b,sack_pkts_sent_b2a,dsack_pkts_sent_a2b,dsack_pkts_sent_b2a,max_sack_blks/ack_a2b,max_sack_blks/ack_b2a,unique_bytes_sent_a2b,unique_bytes_sent_b2a,actual_data_pkts_a2b,actual_data_pkts_b2a,actual_data_bytes_a2b,actual_data_bytes_b2a,rexmt_data_pkts_a2b,rexmt_data_pkts_b2a,rexmt_data_bytes_a2b,rexmt_data_bytes_b2a,zwnd_probe_pkts_a2b,zwnd_probe_pkts_b2a,zwnd_probe_bytes_a2b,zwnd_probe_bytes_b2a,outoforder_pkts_a2b,outoforder_pkts_b2a,pushed_data_pkts_a2b,pushed_data_pkts_b2a,SYN/FIN_pkts_sent_a2b,SYN/FIN_pkts_sent_b2a,req_1323_ws/ts_a2b,req_1323_ws/ts_b2a,adv_wind_scale_a2b,adv_wind_scale_b2a,req_sack_a2b,req_sack_b2a,sacks_sent_a2b,sacks_sent_b2a,urgent_data_pkts_a2b,urgent_data_pkts_b2a,urgent_data_bytes_a2b,urgent_data_bytes_b2a,mss_requested_a2b,mss_requested_b2a,max_segm_size_a2b,max_segm_size_b2a,min_segm_size_a2b,min_segm_size_b2a,avg_segm_size_a2b,avg_segm_size_b2a,max_win_adv_a2b,max_win_adv_b2a,min_win_adv_a2b,min_win_adv_b2a,zero_win_adv_a2b,zero_win_adv_b2a,avg_win_adv_a2b,avg_win_adv_b2a,initial_window_bytes_a2b,initial_window_bytes_b2a,initial_window_pkts_a2b,initial_window_pkts_b2a,ttl_stream_length_a2b,ttl_stream_length_b2a,missed_data_a2b,missed_data_b2a,truncated_data_a2b,truncated_data_b2a,truncated_packets_a2b,truncated_packets_b2a,data_xmit_time_a2b,data_xmit_time_b2a,idletime_max_a2b,idletime_max_b2a,hardware_dups_a2b,hardware_dups_b2a,throughput_a2b,throughput_b2a,RTT_samples_a2b,RTT_samples_b2a,RTT_min_a2b,RTT_min_b2a,RTT_max_a2b,RTT_max_b2a,RTT_avg_a2b,RTT_avg_b2a,RTT_stdev_a2b,RTT_stdev_b2a,RTT_from_3WHS_a2b,RTT_from_3WHS_b2a,RTT_full_sz_smpls_a2b,RTT_full_sz_smpls_b2a,RTT_full_sz_min_a2b,RTT_full_sz_min_b2a,RTT_full_sz_max_a2b,RTT_full_sz_max_b2a,RTT_full_sz_avg_a2b,RTT_full_sz_avg_b2a,RTT full_sz_stdev_a2b,RTT_full_sz_stdev_b2a,post-loss_acks_a2b,post-loss_acks_b2a,ambiguous_acks_a2b,ambiguous_acks_b2a,RTT_min_(last)_a2b,RTT_min_(last)_b2a,RTT_max_(last)_a2b,RTT_max_(last)_b2a,RTT_avg_(last)_a2b,RTT_avg_(last)_b2a,RTT_sdv_(last)_a2b,RTT_sdv_(last)_b2a,segs_cum_acked_a2b,segs_cum_acked_b2a,duplicate_acks_a2b,duplicate_acks_b2a,triple_dupacks_a2b,triple_dupacks_b2a,max_#_retrans_a2b,max_#_retrans_b2a,min_retr_time_a2b,min_retr_time_b2a,max_retr_time_a2b,max_retr_time_b2a,avg_retr_time_a2b,avg_retr_time_b2a,sdv_retr_time_a2b,sdv_retr_time_b2a,

110,130.233.85.169,184.73.181.39,57456,443,1431155792.664432 , 1431155793.370185 ,              9,             16,              0,              0,              8,             16,              4,              3,              0,              0,              0,              0,              0,              0,           1361,           9675,              3,             11,           1361,           9675,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              3,              6,            1/1,            1/1,            Y/N,            Y/N,              8,              8,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,            793,           1460,             51,             31,            453,            879,          16384,          20480,          15616,          17664,              0,              0,          16288,          20104,            517,            137,              1,              1,           1361,           9675,              0,              0,              0,              0,              0,              0,          0.116,          0.357,          345.7,          231.0,              0,              0,           1928,          13709,              4,              5,          114.1,            0.2,          117.5,            1.0,          115.2,            0.4,            1.5,            0.4,          117.5,            0.2,              2,              2,          114.1,            0.2,          117.5,            1.0,          115.8,            0.6,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              1,              8,              1,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
111,130.233.85.169,54.231.18.193,57457,443,1431155793.451134 , 1431155809.762765 ,             12,             23,              0,              0,             11,             23,              7,              3,              0,              0,              0,              0,              0,              0,           1216,          20559,              3,             18,           1216,          20559,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              3,              7,            1/1,            1/1,            Y/N,            Y/N,              8,              6,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,            549,           1460,            150,             53,            405,           1142,          16384,          17920,          15616,          14848,              0,              0,          16011,          17268,            517,           4096,              1,              3,           1216,          20559,              0,              0,              0,              0,              0,              0,          0.235,          6.289,         7688.7,         7799.1,              0,              0,             75,           1260,              5,              8,          109.9,            0.1,          150.5,          122.7,          119.0,           15.8,           17.7,           43.2,          109.9,            0.2,              2,              2,          109.9,            0.2,          110.1,            0.2,          110.0,            0.2,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,             12,              1,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
112,130.233.85.169,199.96.57.8,57458,443,1431155793.775108 , 1431155809.678560 ,              8,              8,              0,              0,              7,              8,              3,              4,              0,              0,              0,              0,              0,              0,           1522,            972,              3,              2,           1522,            972,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              3,              2,            1/1,            1/1,            Y/N,            Y/N,              8,              9,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,            954,            831,             51,            141,            507,            485,          16384,          17920,          15616,          15872,              0,              0,          16054,          17042,            517,            141,              1,              1,           1522,            972,              0,              0,              0,              0,              0,              0,          0.107,          0.232,         8573.5,         8602.9,              0,              0,             96,             61,              5,              4,           27.0,            0.2,           31.5,          104.8,           28.6,           26.4,            1.8,           52.3,           31.5,            0.2,              2,              2,           29.2,            0.2,           31.5,            0.2,           30.4,            0.2,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              1,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
113,130.233.85.169,199.96.57.8,57459,443,1431155793.775664 , 1431155809.678773 ,              6,              6,              0,              0,              5,              6,              2,              3,              0,              0,              0,              0,              0,              0,            568,            141,              2,              1,            568,            141,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              2,              1,            1/1,            1/1,            Y/N,            Y/N,              8,              9,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,            517,            141,             51,            141,            283,            140,          16384,          15872,          16384,          15872,              0,              0,          16384,          15872,            517,            141,              1,              1,            568,            141,              0,              0,              0,              0,              0,              0,          0.030,          0.000,        15811.3,        15813.4,              0,              0,             36,              9,              4,              3,           27.4,            0.1,           31.4,            1.1,           29.2,            0.5,            1.7,            0.5,           31.4,            0.1,              2,              2,           29.4,            0.1,           31.4,            0.2,           30.4,            0.2,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              1,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
114,130.233.85.169,172.231.121.84,57460,443,1431155793.804464 , 1431155809.660913 ,              6,              6,              1,              0,              5,              6,              1,              2,              0,              0,              0,              0,              0,              0,            592,            229,              2,              2,            592,            229,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              2,              2,            1/1,            1/1,            Y/N,            Y/N,              8,              5,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,            517,            176,             75,             53,            295,            114,          16384,          15680,          16384,          15680,              0,              0,          13107,          15680,            517,            176,              1,              1,            593,            229,              1,              0,              0,              0,              0,              0,          0.011,         15.837,        15826.9,        15788.1,              0,              0,             37,             14,              4,              3,            8.8,            0.1,           47.5,            1.4,           18.8,            0.5,           19.2,            0.7,            9.4,            0.2,              2,              1,            8.8,            0.2,            9.4,            0.2,            9.1,            0.2,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              1,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
115,130.233.85.169,172.231.121.84,57461,443,1431155793.804883 , 1431155809.660820 ,              6,              6,              1,              0,              5,              6,              1,              2,              0,              0,              0,              0,              0,              0,            592,            229,              2,              2,            592,            229,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              2,              2,            1/1,            1/1,            Y/N,            Y/N,              8,              5,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,            517,            176,             75,             53,            295,            114,          16384,          15680,          16384,          15680,              0,              0,          13107,          15680,            517,            176,              1,              1,            593,            229,              1,              0,              0,              0,              0,              0,          0.010,         15.837,        15827.4,        15787.7,              0,              0,             37,             14,              4,              3,            8.6,            0.3,           48.3,            0.6,           18.8,            0.4,           19.7,            0.2,            9.0,            0.3,              2,              1,            8.6,            0.3,            9.0,            0.3,            8.8,            0.3,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              1,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
116,130.233.85.169,31.13.91.2,57462,443,1431155794.161747 , 1431155809.678560 ,              8,             12,              1,              0,              7,             12,              3,              3,              0,              0,              0,              0,              0,              0,            417,           3573,              2,              7,            417,           3573,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              2,              5,            1/1,            1/1,            Y/N,            Y/N,              8,              8,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1410,            226,           1410,            191,             31,            208,            510,          16384,          16384,          16128,          15360,              0,              0,          13970,          16011,            226,           3182,              1,              3,            418,           3573,              1,              0,              0,              0,              0,              0,          0.041,         15.456,        15384.7,        15415.2,              0,              0,             27,            230,              4,              3,           27.2,            0.1,           30.0,            0.6,           28.1,            0.3,            1.3,            0.3,           27.2,            0.2,              2,              1,           27.2,            0.2,           30.0,            0.2,           28.6,            0.2,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              3,              1,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
117,130.233.85.169,93.158.110.232,57463,443,1431155794.162717 , 1431155809.660398 ,              8,              8,              1,              0,              7,              8,              3,              1,              0,              0,              0,              0,              0,              0,            421,           4027,              2,              5,            421,           4027,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              2,              3,            1/1,            1/1,            Y/N,            Y/N,              8,              5,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,            230,           1460,            191,             31,            210,            805,          16384,          16768,          16128,          15680,              0,              0,          13970,          16146,            230,           3738,              1,              3,            422,           4027,              1,              0,              0,              0,              0,              0,          0.019,         15.475,        15377.0,        15458.1,              0,              0,             27,            260,              4,              3,            9.1,            0.1,           10.7,           70.5,           10.0,           23.9,            0.8,           40.4,            9.1,            1.0,              2,              1,            9.1,            1.0,           10.5,            1.0,            9.8,            1.0,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              2,              1,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
118,130.233.85.169,23.65.181.10,57464,443,1431155794.166707 , 1431155809.678562 ,              9,              9,              1,              0,              8,              9,              4,              1,              1,              0,              1,              0,              1,              0,            708,           4027,              2,              6,            708,           4285,              0,              1,              0,            258,              0,              0,              0,              0,              0,              0,              2,              4,            1/1,            1/1,            Y/N,            Y/N,              8,              5,              Y,              Y,              1,              0,              0,              0,              0,              0,           1460,           1460,            517,           1460,            191,             31,            353,            714,          16384,          16768,          16128,          15680,              0,              0,          14240,          16224,            517,           3738,              1,              3,            709,           4027,              1,              0,              0,              0,              0,              0,          0.044,         15.450,        15151.6,        15180.0,              0,              0,             46,            260,              4,              3,           27.5,            0.1,           29.0,          203.8,           28.3,           68.0,            0.6,          117.6,           29.0,            0.1,              2,              1,           28.2,            0.1,           29.0,            0.1,           28.6,            0.1,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              2,              1,              2,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
119,130.233.85.169,92.122.212.99,57465,443,1431155794.168072 , 1431155809.684345 ,              8,              8,              1,              0,              7,              8,              3,              1,              0,              0,              0,              0,              0,              0,            892,           3673,              2,              5,            892,           3673,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              2,              3,            1/1,            1/1,            Y/N,            Y/N,              8,              5,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,            517,           1460,            375,             27,            445,            734,          16384,          16768,          15872,          15680,              0,              0,          13860,          16146,            517,           2920,              1,              2,            893,           3673,              1,              0,              0,              0,              0,              0,          0.040,         15.447,        15265.6,        15404.3,              0,              0,             57,            237,              4,              5,           33.7,            0.1,           37.5,          104.1,           35.1,           21.8,            1.6,           46.1,           33.7,            0.1,              2,              1,           33.7,            0.1,           34.6,            0.1,           34.2,            0.1,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              1,              1,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
120,130.233.85.169,193.166.4.72,57466,443,1431155794.174048 , 1431155809.655308 ,              6,              6,              1,              0,              5,              6,              1,              2,              0,              0,              0,              0,              0,              0,            625,            200,              2,              2,            625,            200,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              2,              2,            1/1,            1/1,            Y/N,            Y/N,              8,              5,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,            517,            173,            108,             27,            312,             99,          16384,          15680,          16384,          15680,              0,              0,          13107,          15680,            517,            173,              1,              1,            626,            200,              1,              0,              0,              0,              0,              0,          0.005,         15.474,        15468.8,        15431.0,              0,              0,             40,             13,              4,              3,            2.5,            0.1,           41.8,            0.8,           13.3,            0.3,           19.1,            0.4,            2.5,            0.2,              2,              1,            2.5,            0.2,            4.0,            0.2,            3.2,            0.2,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              1,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
121,130.233.85.169,82.96.58.7,57467,443,1431155794.196621 , 1431155809.660582 ,              8,              8,              1,              0,              7,              8,              3,              1,              0,              0,              0,              0,              0,              0,            643,           3803,              2,              5,            643,           3803,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              2,              3,            1/1,            1/1,            Y/N,            Y/N,              8,              5,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,            517,           1460,            126,             31,            321,            760,          16384,          15680,          16384,          15680,              0,              0,          14043,          15680,            517,           3721,              1,              3,            644,           3803,              1,              0,              0,              0,              0,              0,          0.021,         15.443,        15366.3,        15425.4,              0,              0,             42,            246,              4,              4,            8.0,            0.2,           10.1,           49.4,            9.2,           12.5,            0.9,           24.6,            8.0,            0.2,              2,              1,            8.0,            0.2,            9.7,            0.2,            8.8,            0.2,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              2,              1,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
122,130.233.85.169,193.166.4.72,57468,443,1431155794.206009 , 1431155809.655204 ,              8,              8,              1,              0,              7,              8,              3,              1,              0,              0,              0,              0,              0,              0,            892,           3673,              2,              5,            892,           3673,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              2,              3,            1/1,            1/1,            Y/N,            Y/N,              8,              5,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,            517,           1460,            375,             27,            445,            734,          16384,          16768,          16128,          15680,              0,              0,          13970,          16146,            517,           3392,              1,              3,            893,           3673,              1,              0,              0,              0,              0,              0,          0.010,         15.434,        15366.7,        15428.5,              0,              0,             58,            238,              4,              4,            2.2,            0.1,            8.9,           59.0,            4.6,           15.0,            3.0,           29.4,            2.2,            0.5,              2,              1,            2.2,            0.5,            2.7,            0.5,            2.4,            0.5,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              2,              1,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
123,130.233.85.169,31.13.91.2,57469,443,1431155794.210039 , 1431155809.679532 ,              8,              9,              1,              0,              7,              9,              3,              3,              0,              0,              0,              0,              0,              0,            411,           3497,              2,              5,            411,           3497,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              2,              3,            1/1,            1/0,            Y/N,            Y/N,              8,              8,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1410,            220,           1410,            191,             57,            205,            699,          16384,          16384,          16128,          15360,              0,              0,          13970,          15872,            220,           3182,              1,              3,            412,             NA,              1,             NA,              0,              0,              0,              0,          0.037,          0.037,        15342.0,        15370.2,              0,              0,             27,            226,              4,              3,           27.3,            0.1,           32.6,            0.4,           29.3,            0.2,            2.3,            0.1,           32.6,            0.1,              2,              1,           28.1,            0.1,           32.6,            0.1,           30.3,            0.1,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              3,              0,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
124,130.233.85.169,31.13.91.2,57470,443,1431155794.240899 , 1431155915.915909 ,             21,             46,              0,              0,             20,             46,             10,             10,              0,              0,              0,              0,              0,              0,           2713,          32307,              9,             34,           2715,          32307,              2,              0,              2,              0,              0,              0,              0,              0,              0,              0,              7,             14,            1/1,            1/1,            Y/N,            Y/N,              8,              8,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1410,           1110,           1410,              1,             31,            301,            950,          29440,          22784,          16128,          17152,              0,              0,          20288,          21031,            517,            182,              1,              1,           2713,          32307,              0,              0,              0,              0,              0,              0,        101.865,        121.591,        45091.1,        45118.4,              0,              0,             22,            266,              9,             11,           27.0,            0.1,           28.7,            0.5,           27.8,            0.2,            0.6,            0.1,           27.0,            0.2,              2,              2,           27.0,            0.2,           27.3,            0.3,           27.2,            0.2,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,             25,              3,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
125,130.233.85.169,31.13.64.7,57471,443,1431155794.242998 , 1431155809.652393 ,              8,              7,              1,              0,              7,              7,              3,              1,              0,              0,              0,              0,              0,              0,            414,           3497,              2,              5,            414,           3497,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              2,              3,            1/1,            1/0,            Y/N,            Y/N,              8,              8,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1410,            223,           1410,            191,             57,            206,            699,          16384,          16384,          16128,          15360,              0,              0,          13970,          15701,            223,           3182,              1,              3,            415,             NA,              1,             NA,              0,              0,              0,              0,          0.036,          0.036,        15304.5,           38.0,              0,              0,             27,            227,              3,              3,           27.6,            0.1,           29.6,            0.2,           28.5,            0.2,            1.0,            0.1,           29.6,            0.2,              1,              1,           29.6,            0.2,           29.6,            0.2,           29.6,            0.2,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              3,              0,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
126,130.233.85.169,184.73.181.39,57472,443,1431155817.918708 , 1431155849.159624 ,             15,             25,              0,              0,             14,             25,              6,              8,              0,              0,              0,              0,              0,              0,           4766,          13316,              7,             15,           4766,          13316,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              7,              9,            1/1,            1/1,            Y/N,            Y/N,              8,              8,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,            856,           1460,             51,             27,            680,            887,          16384,          32256,          15616,          17664,              0,              0,          16201,          28000,            517,            137,              1,              1,           4766,          13316,              0,              0,              0,              0,              0,              0,         30.582,         30.901,         9687.8,         9848.0,              0,              0,            153,            426,              9,              7,          111.4,            0.1,          148.5,          116.6,          116.7,           42.6,           12.1,           46.4,          111.4,            0.1,              2,              2,          111.4,            0.1,          111.5,            0.2,          111.4,            0.2,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,             10,              1,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
127,130.233.85.169,184.73.181.39,57473,443,1431155817.919644 , 1431155829.765822 ,              6,              6,              1,              0,              5,              6,              1,              2,              0,              0,              0,              0,              0,              0,            568,            168,              2,              2,            568,            168,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              2,              2,            1/1,            1/1,            Y/N,            Y/N,              8,              8,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,            517,            137,             51,             31,            283,             83,          16384,          17664,          16384,          17664,              0,              0,          13107,          17664,            517,            137,              1,              1,            569,            168,              1,              0,              0,              0,              0,              0,          0.120,         11.613,        11495.0,        11457.7,              0,              0,             48,             14,              4,              3,          115.0,            0.1,          152.5,            2.5,          124.5,            1.2,           18.7,            1.2,          115.0,            0.1,              2,              1,          115.0,            0.1,          115.2,            0.1,          115.1,            0.1,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              1,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
128,130.233.85.169,184.73.181.39,57474,443,1431155817.920207 , 1431155829.763208 ,              6,              6,              1,              0,              5,              6,              1,              2,              0,              0,              0,              0,              0,              0,            568,            168,              2,              2,            568,            168,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              2,              2,            1/1,            1/1,            Y/N,            Y/N,              8,              8,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,            517,            137,             51,             31,            283,             83,          16384,          17664,          16384,          17664,              0,              0,          13107,          17664,            517,            137,              1,              1,            569,            168,              1,              0,              0,              0,              0,              0,          0.117,         11.613,        11498.3,        11459.2,              0,              0,             48,             14,              4,              3,          113.3,            0.2,          152.6,            0.7,          123.9,            0.4,           19.1,            0.3,          113.3,            0.2,              2,              1,          113.3,            0.2,          113.6,            0.2,          113.4,            0.2,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              1,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
129,130.233.85.169,172.231.121.84,57475,443,1431155817.923720 , 1431155829.661379 ,              6,              6,              1,              0,              5,              6,              1,              2,              0,              0,              0,              0,              0,              0,            592,            229,              2,              2,            592,            229,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              2,              2,            1/1,            1/1,            Y/N,            Y/N,              8,              5,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,            517,            176,             75,             53,            295,            114,          16384,          15680,          16384,          15680,              0,              0,          13107,          15680,            517,            176,              1,              1,            593,            229,              1,              0,              0,              0,              0,              0,          0.010,         11.718,        11707.1,        11668.9,              0,              0,             50,             20,              4,              3,            8.1,            0.1,           48.2,            0.5,           18.8,            0.3,           19.6,            0.2,            8.1,            0.1,              2,              1,            8.1,            0.1,            9.9,            0.1,            9.0,            0.1,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              1,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
130,130.233.85.169,172.231.121.84,57476,443,1431155817.924327 , 1431155829.661541 ,              6,              6,              1,              0,              5,              6,              1,              2,              0,              0,              0,              0,              0,              0,            592,            229,              2,              2,            592,            229,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              2,              2,            1/1,            1/1,            Y/N,            Y/N,              8,              5,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,            517,            176,             75,             53,            295,            114,          16384,          15680,          16384,          15680,              0,              0,          13107,          15680,            517,            176,              1,              1,            593,            229,              1,              0,              0,              0,              0,              0,          0.010,         11.718,        11706.6,        11663.1,              0,              0,             50,             20,              4,              3,            8.8,            0.3,           53.3,            1.2,           20.2,            0.7,           22.1,            0.5,            8.9,            0.5,              2,              1,            8.9,            0.5,            9.7,            0.5,            9.3,            0.5,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              1,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
