actual_data_bytes_a2b	actual_data_bytes_b2a	rexmt_data_pkts_a2b	rexmt_data_pkts_b2a	RTT_avg_a2b	RTT_avg_b2a	RTT_stdev_a2b	RTT_stdev_b2a
749	6873	0	0	17.4	0.4	18.6	0.3
749	6689	0	0	18.1	0.3	18.8	0.3
48986	40664633	0	1	23.7	0.3	16.5	2.8
0	0	1	0	0.0	0.0	0.0	0.0
0	0	1	0	0.0	0.0	0.0	0.0
1924	3646	0	0	81.8	0.2	43.5	0.1
1383	4820	5	0	300.9	0.2	45.9	0.1
0	0	0	0	263.4	0.3	0.0	0.0
31120	676253	0	0	12.9	9.1	11.4	21.5
749	6802	0	1	20.9	0.4	16.3	0.4
1300	710	5	0	15.3	0.6	13.3	1.2
749	6620	0	0	17.4	0.3	18.2	0.3
18672	413858	0	0	11.3	9.9	3.3	23.8
1924	3646	0	0	50.4	0.2	5.5	0.1
3054	454	0	0	130.7	0.3	84.6	0.1
1660	21987	0	0	3.5	6.7	0.8	19.5
363	22599	0	0	3.3	0.5	0.4	0.0
710	115574	0	0	4.7	0.3	3.8	0.1
379	107533	0	0	2.7	0.2	0.1	0.1
1945	3550	0	0	48.9	0.2	3.9	0.1
7206	11594	5	0	12.5	6.1	11.2	17.2
48986	40797802	0	0	21.3	0.4	22.7	2.7
314857	129155	13	0	15.1	52.6	27.1	9.4
749	6770	0	0	17.5	0.3	18.0	0.4
749	6838	0	0	18.6	0.7	20.6	1.0
1892	3646	0	0	46.2	0.2	2.5	0.0
3161	3310	0	0	47.1	0.1	3.4	0.0
0	0	1	0	0.0	0.0	0.0	0.0
0	0	1	0	0.0	0.0	0.0	0.0
4668	97549	0	0	13.9	4.9	10.8	16.2
1556	33467	0	0	14.0	9.8	7.3	22.4
389	7762	0	0	31.0	10.7	19.8	23.5
4279	96809	0	0	13.1	1.9	10.5	4.6
17505	378383	0	0	11.7	7.3	5.3	18.2
749	6887	0	1	21.4	0.4	18.8	0.5
749	7319	0	1	29.8	0.7	17.2	0.3
117	133	0	0	46.3	21.9	0.0	0.0
2646	4088	0	0	14.8	1.6	10.6	2.9
749	6813	0	0	20.9	0.5	21.1	0.6
1300	710	5	0	15.2	1.0	15.0	1.9
3112	69297	0	0	11.6	8.8	4.9	20.6
1892	3646	0	0	51.2	0.2	13.4	0.0
3161	3310	0	0	47.2	0.2	3.7	0.1
1054	4417	0	0	5.4	24.1	3.1	32.7
429	5140	0	0	2.5	0.3	0.4	0.0
415	7067	0	0	2.3	0.2	0.2	0.0
403	18760	0	1	2.9	0.2	0.3	0.0
427	44508	0	0	2.5	0.2	0.2	0.0
5835	126294	0	0	36.9	11.7	42.9	22.9
413	92403	0	0	4.0	0.4	0.9	0.1
385	114917	0	0	3.7	0.4	0.5	0.2
171	426	0	0	4.5	0.3	2.2	0.1
158	1826	0	1	4.8	0.3	2.1	0.2
403	234451	0	0	3.6	0.3	0.2	0.2
403	462190	0	0	5.7	0.3	3.7	0.1
387	744908	0	66	4.2	0.5	0.3	0.4
371	460167	0	0	36.1	0.4	55.6	0.2
722	1046984	0	0	29.9	0.4	46.5	0.2
371	970922	0	1	3.4	0.4	0.4	0.2
371	965171	0	0	3.1	0.3	0.1	0.1
371	806379	0	0	3.1	0.2	0.4	0.1
1424	3374171	0	0	11.1	0.6	8.9	4.4
2285	2908428	0	1	6.8	0.7	2.9	4.6
655	21254	0	0	6.4	15.5	5.0	30.4
627	8552	0	0	4.0	12.0	1.6	28.9
627	8598	0	0	3.5	12.5	2.1	27.7
713	1420584	0	0	3.3	0.8	1.1	5.2
389	9186	0	0	51.5	0.4	59.5	0.2
1244	46129	0	0	8.0	9.9	4.7	20.7
642	507059	0	0	26.0	1.6	41.8	8.8
3072	417983	0	0	52.3	3.2	50.5	8.8
1847	1198764	0	1	6.7	1.6	1.9	8.9
1599	1027264	0	0	26.2	1.3	44.9	7.4
749	6827	0	0	175.0	0.3	83.3	0.2
716	727851	0	38	13.8	0.8	15.1	6.3
3933	1782525	0	1	12.2	1.3	13.3	7.5
6224	138550	0	2	37.7	6.3	46.8	16.9
690	1999486	0	13	6.6	0.5	4.0	3.9
367	1004593	0	1	5.8	0.2	0.8	0.1
4206	7251855	0	13	22.6	0.6	25.9	4.0
49070	39624742	0	0	34.2	0.4	30.2	1.4
0	0	0	0	118.0	0.2	0.0	0.0
4866	7392577	0	36	13.7	0.6	14.2	4.0
623	8096	0	0	5.5	20.2	3.4	34.7
621	1533	0	0	7.1	19.9	6.4	34.3
621	8251	0	0	4.2	17.4	3.1	29.8
749	6957	0	0	16.7	0.3	17.9	0.3
6613	146404	0	0	16.5	10.3	26.3	21.1
1722	1018	6	0	18.0	0.5	15.4	1.0
1620	4603	5	0	17.5	7.6	11.5	22.0
349	4019	0	0	10.3	0.1	1.4	0.1
349	4020	0	0	10.0	0.2	1.0	0.1
7780	178951	0	0	14.6	9.7	14.6	21.2
1233	4628	5	0	26.6	0.2	28.4	0.1
7780	183476	0	0	10.6	6.5	1.7	17.3
749	6717	0	0	17.0	0.3	17.9	0.2
75077	1724715	0	0	12.1	9.9	9.5	20.2
1652	1984	7	0	19.8	0.2	16.8	0.2
1402	1114	5	0	15.4	0.3	13.8	0.2
1408	1236	5	0	15.8	0.6	15.9	0.8
0	0	1	0	0.0	0.0	0.0	0.0
0	0	1	0	0.0	0.0	0.0	0.0
1892	3646	0	0	87.7	0.2	87.3	0.0
3161	3310	0	0	55.5	0.2	21.7	0.0
1945	3550	0	0	46.8	0.2	3.9	0.1
22707	732	5	0	12.3	0.2	9.8	0.2
780	4658	0	0	16.1	0.5	16.5	0.5
749	6705	0	0	18.2	0.6	17.4	0.8
749	6903	0	0	16.7	0.3	18.2	0.3
49462	40727291	1	0	29.5	0.5	29.0	2.6
5179	151078	5	1	40.7	0.3	39.6	0.4
1283	815	5	0	9.2	17.1	0.3	29.3
1305	819	5	0	8.9	16.6	0.5	28.3
3533	50760	0	0	34.7	9.8	13.3	20.3
2964	35479	0	0	32.4	14.8	3.1	24.8
611	19628	0	0	28.7	0.2	0.0	0.1
928	462120	0	0	29.6	0.5	2.0	0.4
488	985	0	0	29.9	20.2	0.0	34.6
57668	42263	11	1	16.2	0.3	14.0	0.2
1112	1473	0	0	31.0	11.7	2.0	22.5
0	0	0	1	30.4	0.2	0.0	0.0
2770	3931	5	0	12.4	0.4	10.5	0.6
2815	636	0	0	188.5	16.7	2.7	28.6
2766	636	0	0	117.9	21.2	0.8	36.3
749	6702	0	0	17.8	0.5	18.0	0.5
1300	710	5	0	14.1	0.5	13.9	1.0
27090	22920	0	2	21.4	16.7	12.9	24.8
0	0	0	1	51.1	1.0	0.0	0.0
1646	10447	0	1	55.1	9.3	13.1	12.6
2168	77704	6	0	71.5	1.2	51.6	1.8
1706	11700	6	1	92.5	5.8	100.9	13.4
1273	14434	6	0	90.9	7.4	93.6	13.0
1692	26948	6	0	86.5	0.3	73.3	0.2
1264	89082	6	0	52.1	3.5	6.6	6.8
1721	9510	6	1	91.7	5.1	92.4	11.9
5514	158532	1	2	22.4	0.5	14.8	0.4
88932	1143776	39	11	30.6	2.7	33.3	11.4
457	16076	6	0	50.0	0.3	4.9	0.2
445	6243	6	0	60.0	0.3	21.8	0.1
446	18783	6	0	57.4	0.4	18.0	0.1
457	13007	6	0	49.2	0.3	4.3	0.2
636	216	0	0	42.3	0.1	9.1	0.0
455	44207	6	0	43.6	0.2	0.4	0.0
436	129282	0	0	172.8	0.2	54.7	0.2
363	625	0	0	173.9	16.8	52.7	27.8
1081	1618	1	1	47.1	0.2	58.1	0.0
0	0	0	0	26.8	0.7	0.0	0.0
1020	59024	3	1	27.6	7.8	26.1	18.6
1198	22108	0	1	39.3	12.2	10.7	26.4
5630	220639	6	1	40.4	1.7	4.6	8.3
1246	637	1	0	54.9	18.3	57.9	30.6
0	0	0	0	37.3	0.3	0.0	0.0
0	0	0	0	136.9	0.4	0.0	0.0
3590	8303	6	0	129.3	0.3	24.7	0.2
4400	1218	5	0	38.4	33.2	37.9	30.3
0	0	0	0	111.7	0.2	0.0	0.0
1604	927	1	0	9.3	0.3	0.3	0.1
733	251	0	0	12.8	0.8	4.2	1.1
1692	4138	19	0	138.8	0.3	2.2	0.2
1288	5035	4	0	38.6	7.1	18.7	15.4
733	251	0	0	9.6	1.2	1.3	1.7
2271	17035	0	0	146.1	15.6	5.0	24.2
2354	18495	0	0	148.3	8.2	5.5	19.1
3323	2189	5	0	20.0	0.7	16.3	1.0
394	3908	6	0	35.9	0.2	1.2	0.1
0	0	0	0	4.1	0.2	0.0	0.0
622	10916	6	0	5.1	0.2	3.5	0.1
1363	15228	6	0	14.8	8.5	9.2	20.4
568	4215	0	0	14.9	13.4	7.6	26.4
2529	18209	1	0	31.3	2.9	2.7	9.2
965	197	6	0	134.8	18.4	1.0	31.5
633	315	0	0	30.1	16.5	1.3	27.7
1475	80669	6	0	5.8	7.2	5.2	18.9
930	1625	0	0	139.5	27.7	4.7	31.1
952	1690	0	0	144.1	25.4	3.7	29.1
948	8549	0	0	141.6	10.2	4.0	22.6
1605	49477	0	0	139.2	10.8	6.3	22.3
3670	76742	6	0	4.0	6.7	1.3	17.0
734	104523	0	0	137.3	4.0	2.2	14.1
643	4418	0	0	28.9	18.7	0.9	31.9
643	4387	0	0	29.0	17.6	0.4	29.8
568	141	0	0	28.6	3.0	0.6	4.9
568	141	0	0	28.9	3.2	0.7	5.2
0	0	0	0	141.2	0.5	0.0	0.0
372	34514	0	0	141.4	0.4	0.5	0.4
362	3416	0	0	138.2	0.3	0.5	0.1
361	9152	0	0	139.7	0.4	1.6	0.3
0	0	0	0	141.5	0.3	0.0	0.0
0	0	0	0	143.6	0.3	0.0	0.0
0	0	0	0	139.6	0.2	0.0	0.0
3050	31721	6	0	38.7	0.3	1.7	0.2
509	477	0	0	28.8	0.4	1.0	0.0
1560	2314	1	0	114.3	14.0	3.4	27.3
0	0	0	0	115.8	0.2	0.0	0.0
402	301	0	0	27.7	0.1	0.4	0.0
965	109	1	0	113.2	16.9	0.2	28.7
524	11510	5	0	9.3	0.2	0.0	0.1
906	959	5	0	9.6	17.3	0.0	29.5
2941	2035	1	0	115.7	0.3	3.6	0.3
976	248	6	0	3.4	17.7	0.5	30.2
475	6969	6	0	36.3	0.2	0.2	0.1
3273	554	6	1	37.2	0.3	1.5	0.2
1538	5770	1	0	46.1	20.7	19.2	28.1
1260	5999	1	0	55.8	11.5	23.1	15.2
707	4532	6	0	2.9	0.2	0.7	0.0
0	0	0	0	3.8	0.3	0.0	0.0
1338	4385	5	0	11.3	0.3	2.5	0.2
2610	6555	6	0	3.8	0.4	0.8	0.3
1892	3646	0	0	46.9	0.3	1.4	0.3
3161	3470	0	0	50.2	0.2	6.8	0.1
29400	54303	66	2	32.7	22.4	20.3	27.1
1924	3646	0	0	48.8	0.1	3.8	0.0
3161	3310	0	0	51.6	0.2	10.9	0.1
49028	40272706	0	0	19.7	0.4	14.5	2.6
598	5717	0	0	196.6	0.6	20.1	0.8
749	6981	0	0	18.8	0.5	16.9	0.6
5835	120734	0	0	10.0	13.0	2.1	22.6
149	1532	0	0	2.4	0.2	0.3	0.1
594	5981	0	0	3.9	0.2	1.3	0.1
181	1622	0	0	3.2	0.2	0.6	0.1
802	1524	0	0	37.3	0.3	17.3	0.1
1058	1172	0	0	37.4	0.5	17.2	0.2
1892	3646	0	0	44.8	0.2	3.0	0.0
3161	3310	0	0	47.6	0.2	4.6	0.1
226	3192	0	0	33.0	13.0	5.2	25.6
512	15014	0	0	29.2	0.2	1.5	0.1
53733	1169410	0	0	10.0	7.6	3.4	18.2
1324	602	1	0	9.3	0.2	0.9	0.0
1586	276	6	0	42.4	0.2	4.7	0.1
2314	407	5	0	14.8	16.9	4.7	28.9
48078	32004	1	0	114.2	5.5	15.5	10.1
749	6918	0	0	16.9	0.4	18.1	0.5
382933	343868	55	3	18.2	3.0	16.6	12.0
749	6745	0	0	17.1	0.4	18.0	0.3
1892	3646	0	0	48.2	0.1	4.2	0.1
3161	3310	0	0	48.3	0.1	3.5	0.1
1945	3550	0	0	47.2	0.1	3.9	0.0
15652	13329615	0	0	18.7	0.3	13.1	0.2
4273	115878	5	0	18.7	0.4	17.1	0.4
1873	4823	5	0	16.3	0.2	16.1	0.1
2380	13206	0	0	31.0	10.9	2.7	23.5
2818	2662	0	0	29.1	27.0	1.1	24.2
0	0	0	1	28.5	0.2	0.0	0.0
1829	24234	0	0	30.2	6.9	4.2	17.4
478	989	0	0	27.9	15.7	0.2	27.0
0	0	0	1	28.4	0.2	0.0	0.0
555	630	0	0	29.3	17.4	0.3	29.8
565	644	0	0	29.2	17.4	0.4	29.9
0	0	0	0	0.0	0.0	0.0	0.0
1473	597	5	0	9.3	17.0	0.0	29.1
0	0	0	0	9.6	0.3	0.0	0.0
294243	983339	1	13	27.8	0.6	27.7	4.5
508	4290	0	0	9.8	0.1	2.5	0.0
4771	811775	5	0	69.5	1.2	85.1	4.3
504	4291	0	0	20.4	0.3	14.4	0.2
504	4290	0	0	20.1	0.3	13.2	0.2
504	4291	0	0	16.4	0.3	7.4	0.2
2261	10253	6	0	42.4	0.4	36.9	0.3
506	4039	0	0	48.2	0.5	52.4	0.1
9243	525220	11	0	24.3	0.4	20.0	0.5
504	4333	0	1	26.0	0.5	23.2	0.1
504	5344	0	1	15.7	0.6	4.0	0.2
504	4333	0	1	33.7	0.6	31.4	0.2
504	4334	0	1	35.8	0.6	35.1	0.2
504	5388	0	2	19.4	0.3	11.2	0.1
511	4111	0	0	32.5	0.3	13.3	0.1
749	7551	1	1	29.7	0.9	40.5	0.6
733	251	0	0	43.5	1.3	54.7	2.1
508	4291	0	0	43.4	0.4	54.5	0.5
1336	23787	5	0	23.9	0.6	15.6	1.3
3089	1303	5	0	16.3	0.6	13.4	0.7
1437	706	5	0	21.8	0.5	13.2	0.7
512	4307	0	0	10.3	13.1	2.1	26.0
749	6703	0	0	16.5	0.2	17.9	0.2
1300	710	5	0	14.5	1.0	15.1	2.0
2915	5196	5	1	26.0	0.5	33.2	0.6
1152	12927	5	0	17.3	0.3	18.6	0.2
733	251	0	0	10.3	1.1	1.8	1.5
32100	4900268	0	6	18.3	0.4	10.0	2.8
26349	7739456	0	6	20.9	0.7	17.3	2.4
1563	6271	11	2	24.1	0.3	20.3	0.3
1183	21293	5	0	21.4	0.3	21.1	0.1
1402	10189	0	0	198.5	1.3	17.3	2.6
749	6821	0	0	127.7	0.9	85.0	0.8
1330	1723	5	0	19.3	0.4	17.2	0.3
1076	1155	5	0	14.1	0.3	13.9	0.2
749	6703	0	0	16.8	0.4	17.7	0.5
1892	3646	0	0	47.4	0.3	4.4	0.1
3161	3310	0	0	48.2	0.2	3.9	0.0
749	6844	0	0	17.6	0.5	17.7	0.5
749	7136	0	0	18.6	0.5	18.5	0.7
749	6856	0	0	18.1	0.5	18.8	0.5
755	6610	5	0	16.5	0.2	14.7	0.1
4882	330915	0	1	32.6	0.3	30.6	0.1
17855	3817951	0	4	15.6	1.0	10.3	1.0
749	6966	0	0	35.5	0.5	56.6	0.5
728	6270	0	1	48.2	0.8	71.7	0.7
1400	10188	0	0	337.8	2.9	17.5	5.9
0	0	0	1	328.2	0.2	0.0	0.0
749	5831	0	0	17.6	0.4	18.6	0.5
749	6693	0	0	18.9	0.5	19.7	0.6
3571	4457	0	0	17.2	22.5	17.4	30.0
0	0	0	0	211.9	0.3	0.0	0.0
9431	4980	0	0	15.4	0.2	14.9	0.0
248	2134	0	0	3.4	0.2	0.0	0.0
6358	6333	0	0	182.4	21.7	37.5	24.7
3427	201384	0	0	19.4	0.8	9.4	2.1
39475	10706762	0	6	19.7	0.5	12.7	0.5
1402	10188	0	0	261.8	3.6	100.7	7.2
0	0	0	0	189.0	0.2	0.0	0.0
749	6691	0	0	17.2	0.4	18.2	0.3
567	133	0	0	51.8	0.6	42.8	0.3
117	133	0	0	43.8	25.4	0.0	0.0
158	1643	0	0	6.9	0.3	6.3	0.3
171	426	0	0	6.9	0.4	6.2	0.4
188	1339	0	0	7.4	0.3	5.6	0.1
7800	23256	0	0	185.5	2.6	4.2	5.9
7720	23064	0	0	182.2	2.7	2.2	5.7
1892	3646	0	0	46.9	0.2	2.9	0.0
3161	3310	0	0	50.8	0.2	7.2	0.0
749	6620	0	0	17.4	0.5	18.0	0.5
749	6655	0	0	17.3	0.5	19.3	0.6
1409	1393	5	0	15.2	0.6	14.9	1.0
1610	779	5	0	51.9	0.8	15.2	1.5
2053	29186	8	0	22.4	4.6	20.0	14.3
12074	2540339	0	2	24.2	0.5	20.3	0.7
17847	3964702	0	4	19.7	0.7	12.3	4.2
1531	912	8	0	18.5	0.5	16.7	0.6
1412	10316	0	1	64.4	1.1	39.7	2.0
1152	12831	5	0	22.6	0.2	34.3	0.1
749	6845	0	0	16.6	0.5	17.8	0.6
0	0	1	0	0.0	0.0	0.0	0.0
0	0	1	0	0.0	0.0	0.0	0.0
710	27787	6	0	129.9	6.0	37.3	16.4
0	0	0	0	113.0	0.2	0.0	0.0
187	270	0	0	3.7	0.2	0.7	0.1
187	270	0	0	3.2	0.3	0.8	0.3
1892	3646	0	0	47.7	0.1	3.2	0.0
3161	3310	0	0	54.1	0.2	15.0	0.1
1945	3550	0	0	48.0	0.2	4.2	0.1
749	6773	0	0	17.3	0.5	18.4	0.6
30019	994	6	0	13.7	0.4	11.6	0.4
749	6599	0	0	17.4	0.6	17.5	0.7
2001	66344	0	0	8.7	0.2	0.7	0.2
46699	13053706	0	6	18.5	0.9	12.6	2.9
1410	10188	0	0	151.4	2.0	18.7	3.8
2626	3928	5	0	12.5	0.5	11.1	0.7
749	6952	0	0	28.9	0.5	23.2	0.2
749	6874	0	0	18.3	0.3	21.5	0.3
1301	710	5	0	14.0	1.2	13.9	2.0
2049	406500	5	0	17.9	1.8	11.7	8.0
568	247	0	0	9.2	1.2	0.1	1.9
568	247	0	0	8.9	0.4	0.4	0.4
1892	3646	0	0	47.1	0.3	4.0	0.2
3161	3310	0	0	55.3	0.2	20.5	0.0
749	6681	0	0	17.4	0.5	17.6	0.5
749	6718	0	0	17.2	0.4	17.8	0.3
8636	87914	5	0	26.3	0.3	21.4	0.5
1300	849	5	0	9.6	17.4	0.8	29.4
1322	853	5	0	9.4	15.2	0.9	26.1
1308	21534	1	0	9.7	6.5	0.1	17.8
2374	153193	1	2	36.7	2.8	42.4	10.8
3840	823210	1	3	17.6	1.5	10.8	6.0
1546	122192	1	2	14.8	0.5	5.7	0.4
2403	20647	1	3	12.7	0.1	3.5	0.0
852	7326	3	0	32.2	8.6	5.7	18.3
856	6934	3	0	30.6	7.1	3.2	15.4
459	513	1	0	11.1	19.5	1.9	33.4
962	38913	1	1	58.1	0.4	92.6	0.3
572	255	6	0	11.8	16.3	8.8	27.5
1112	4837	5	0	19.6	0.7	14.5	0.8
968	406	5	0	9.7	17.2	0.7	29.6
812	248	6	0	3.3	17.2	0.1	29.4
1287	511	0	0	30.0	0.8	2.1	0.0
2164	5245	137	0	119.0	3.8	7.8	10.1
1915	946	1	0	9.7	13.5	1.0	26.7
1872	4948	0	0	118.8	10.3	15.6	22.5
406	3572	0	0	111.9	13.5	2.2	26.6
512	35163	1	0	9.9	0.9	1.2	0.8
511	20359	1	0	10.4	0.2	2.4	0.0
513	6789	1	0	15.4	0.2	8.9	0.1
3928	92649	17	2	29.4	0.5	28.9	1.0
2000	66344	0	0	13.7	0.3	7.4	0.3
17839	3180801	0	4	17.6	0.7	13.6	0.9
2786	2014	17	2	35.1	4.5	33.6	13.5
1408	9163	0	0	19.3	1.0	0.7	2.0
4879	480965	0	1	22.9	0.3	26.5	0.1
13519	2420273	0	1	23.9	0.4	15.4	0.3
1408	9163	0	0	26.8	1.3	16.7	2.7
749	6816	0	0	17.7	0.3	17.4	0.3
1396	5075	145	1	26.8	12.4	18.7	10.1
22184	5444490	0	1	26.3	0.7	22.5	0.8
7765	1495548	0	2	18.9	0.6	19.9	0.4
1412	10189	0	0	40.8	1.3	9.7	2.6
181	1621	0	0	6.4	0.2	1.6	0.0
594	5975	0	0	6.1	0.2	0.9	0.1
149	1531	0	0	6.4	0.3	1.5	0.2
802	1524	0	0	29.5	0.2	1.4	0.1
1058	1172	0	0	29.8	0.2	1.3	0.1
1892	3646	0	0	46.5	0.2	3.3	0.0
3161	3310	0	0	46.1	0.2	2.1	0.1
1945	3550	0	0	47.6	0.2	3.1	0.0
1062	4008	0	0	19.0	0.7	17.5	1.0
749	6810	0	0	17.2	0.5	17.8	0.5
14979	3999768	0	5	15.7	1.0	11.3	1.1
10643	967663	0	2	24.5	0.3	16.9	0.2
1412	10189	0	0	42.3	2.9	11.5	6.0
749	6882	0	0	18.0	0.4	17.2	0.3
22202	6116303	0	2	19.8	0.5	14.9	2.8
7767	471492	0	1	13.5	0.3	5.0	0.2
1403	10188	0	0	195.4	3.6	16.3	7.4
749	6715	0	0	18.8	0.5	17.2	0.5
1892	3646	0	0	48.5	0.2	5.2	0.1
3161	3470	0	0	47.9	0.2	3.5	0.1
2654	2454	0	0	181.1	0.3	0.4	0.3
749	6651	0	0	19.0	0.5	17.6	0.5
974	4627	5	0	34.7	0.2	1.3	0.0
2654	2454	0	0	175.7	0.4	1.1	0.3
749	6848	0	0	17.3	0.5	17.6	0.6
2666	2454	0	0	177.5	0.4	2.2	0.3
749	6808	0	0	17.0	0.3	17.5	0.2
2666	2454	0	0	182.0	0.4	0.5	0.3
14975	3436398	0	0	25.3	0.7	17.3	4.3
7762	463351	0	1	34.9	0.3	20.6	0.1
1631	10188	1	0	341.4	2.4	18.8	5.3
0	0	0	0	371.0	0.3	0.0	0.0
0	0	1	0	0.0	0.0	0.0	0.0
0	0	1	0	0.0	0.0	0.0	0.0
1924	3646	0	0	46.4	0.2	3.7	0.1
3161	3310	0	0	48.7	0.2	4.1	0.0
3676	2454	0	0	179.8	0.4	1.3	0.3
1301	710	5	0	16.5	0.6	15.0	1.1
17861	4663800	0	71	24.3	0.5	18.4	1.0
27974	7882545	1	2	24.3	0.8	25.1	2.6
1411	10188	0	0	186.9	2.4	19.8	5.3
749	6827	0	0	16.2	0.3	17.8	0.3
1892	3646	0	0	47.6	0.2	4.2	0.1
3161	3470	0	0	55.4	0.2	16.5	0.1
1924	3646	0	0	48.4	0.2	3.2	0.0
3161	3310	0	0	57.8	0.2	11.2	0.1
749	6732	0	0	17.6	0.5	18.3	0.5
0	0	1	0	0.0	0.0	0.0	0.0
0	0	1	0	0.0	0.0	0.0	0.0
1668	16382	5	0	21.8	0.9	18.0	1.7
2002	66344	0	0	9.2	0.2	1.1	0.1
56827	15923693	1	6	20.6	0.8	14.6	2.2
1280	710	5	1	19.0	0.4	17.7	0.7
1413	10189	0	0	202.3	2.2	17.8	4.8
0	0	0	0	191.6	0.2	0.0	0.0
117	133	0	0	56.5	20.3	0.0	0.0
158	1643	0	0	12.2	0.2	8.0	0.1
171	426	0	0	12.2	0.1	8.7	0.0
0	0	1	0	0.0	0.0	0.0	0.0
0	0	1	0	0.0	0.0	0.0	0.0
567	133	0	0	37.1	0.6	34.9	0.3
1892	3646	2	0	48.1	0.2	3.4	0.1
3161	3470	0	0	91.5	0.2	91.5	0.0
598	5717	0	0	192.0	0.4	21.5	0.3
749	6867	0	0	17.2	0.3	18.0	0.2
1924	3646	0	0	47.6	0.2	3.2	0.0
3161	3310	0	0	48.6	0.2	5.0	0.0
1651	1844	6	0	16.6	6.8	15.2	18.2
296	3131	0	0	6.7	0.2	2.5	0.1
298	2846	0	0	18.1	0.3	18.2	0.2
3990	9688	0	0	14.2	0.3	4.4	0.2
7578	12690	0	0	12.5	0.3	3.0	0.4
4007	11505	0	0	13.3	0.2	5.6	0.0
2205	8280	0	0	12.8	0.2	2.1	0.1
3320	4280	0	0	204.5	22.1	21.1	32.2
525	791	0	0	29.5	17.2	1.0	31.0
1917	4454	0	0	189.4	1.1	89.2	2.0
1402	1132	5	0	14.3	0.3	13.6	0.3
1406	1298	5	0	14.3	0.7	14.2	1.4
7688	23048	0	0	183.9	3.0	3.8	8.0
24596	356	0	0	183.9	36.1	1.8	31.5
7720	23048	0	0	183.7	3.5	2.8	7.9
4593	8829	0	0	27.0	0.1	27.4	0.0
1863	7443	0	0	11.9	0.2	1.7	0.1
1694	7489	0	0	143.9	18.3	28.4	25.8
7851	81340	0	0	12.9	10.0	6.5	20.2
1538	13444	5	0	18.3	0.4	17.6	0.6
39524	11942064	0	6	19.8	0.6	13.1	0.6
9209	746779	0	1	14.5	0.6	6.9	0.5
1280	710	5	0	15.9	0.6	13.8	1.1
1401	10188	0	0	206.2	1.1	21.7	2.1
1892	3646	0	0	46.4	0.1	3.4	0.1
3161	3310	0	0	49.1	0.1	4.7	0.0
24123	700	5	0	16.8	0.6	11.8	0.8
780	4610	0	0	16.5	0.2	15.8	0.2
749	6686	0	0	23.3	0.3	19.7	0.2
5150	81974	5	0	26.0	0.6	20.2	1.4
1285	819	5	0	17.7	17.1	7.5	29.1
1307	823	5	0	12.1	16.6	2.5	28.5
733	251	0	0	13.2	0.8	2.8	1.2
1248	26800	0	0	58.9	3.5	4.0	7.0
5117	4454	0	0	143.5	0.9	5.1	0.8
2454	3749	5	0	13.6	0.6	12.3	1.3
1300	710	5	0	18.1	0.5	14.2	0.8
0	0	0	0	0.0	0.0	0.0	0.0
0	0	0	0	196.0	0.2	0.0	0.0
2049	6210	0	0	188.4	22.6	1.0	31.9
636	600	0	0	189.1	23.1	2.2	29.2
225	10737	0	0	4.6	0.4	0.0	0.0
191	826309	0	28	163.8	1.2	0.6	6.7
1892	3646	0	0	49.1	0.2	4.1	0.0
3161	3310	0	0	49.9	0.2	4.5	0.1
1945	3550	0	0	47.2	0.2	2.5	0.1
749	6728	0	0	17.9	0.3	17.8	0.3
1669	16515	5	0	22.4	0.4	19.0	0.6
38076	11921178	0	96	19.4	0.7	12.3	1.9
6326	363390	0	1	12.9	0.2	6.5	0.1
1280	710	5	1	15.9	0.6	13.5	1.2
66530	358491	45	3	22.8	3.3	20.4	12.7
1411	10189	0	0	201.1	1.4	16.8	2.7
0	0	0	0	194.9	0.2	0.0	0.0
26993	23223	0	1	19.8	16.2	6.3	25.2
1430	415662	2	0	65.3	0.4	35.1	0.3
2856	33582	9	0	29.9	3.6	17.5	13.2
29398	54187	66	0	33.0	22.7	19.6	27.6
181	1621	0	0	6.2	0.2	2.9	0.0
149	1532	0	0	3.7	0.2	0.6	0.1
1325	6279	0	0	30.5	0.2	3.1	0.1
1069	6631	0	0	31.2	0.2	2.6	0.1
1892	3646	0	0	47.6	0.2	2.8	0.1
3161	3310	0	0	49.4	0.2	3.6	0.1
1667	16710	5	1	33.6	0.5	41.5	0.7
14986	4030979	0	3	19.9	1.0	20.6	2.5
38077	10520090	0	8	20.1	0.9	12.4	2.5
1279	710	5	0	15.5	0.7	14.6	1.2
0	0	0	0	347.0	0.2	0.0	0.0
1411	10189	0	0	215.7	2.8	28.3	5.8
2000	5976	5	0	17.1	0.2	16.1	0.1
19984	216723	5	4	30.8	0.8	31.5	4.9
1369	57454	5	1	37.6	0.3	38.3	0.2
1006	5207	5	1	15.8	0.2	7.6	0.1
2021	11027	5	0	18.9	0.2	16.1	0.1
10315	10990	5	0	268.1	2.8	13.0	11.0
512	4308	0	0	10.1	2.3	1.1	4.4
0	0	0	0	265.2	0.2	0.0	0.0
508	4291	0	0	14.1	0.3	5.8	0.2
0	0	1	0	0.0	0.0	0.0	0.0
0	0	1	0	0.0	0.0	0.0	0.0
1892	3646	0	0	51.0	0.1	7.9	0.1
3378	3310	1	0	129.5	0.2	105.9	0.0
2942	62212	13	0	26.8	0.4	23.2	0.5
14964	2858843	0	0	22.4	0.6	13.3	1.1
